MovieID,Title,YearOfRelease,Genre1,Genre2,Genre3,Actor1,Actor2,Actor3,Director1,Director2,Writer1,Writer2,Production Company,Country,Language,Duration
2717,Little Men,1998,Drama,,,Kathleen Fee, Michael Caloz, Mariel Hemingway,Rodney Gibbons,,Mark Evan Schwartz, Louisa May Alcott,Allegro Films,Canada,English,98
2720,Return to the Lost World,1992,Adventure, Sci-Fi,,John Rhys-Davies, David Warner, Eric McCormack,Timothy Bond,,Tim Kirk, Harry Alan Towers,,Canada,English,94
2730,Calcutta Mail,2003,Drama, Mystery, Thriller,Anil Kapoor, Rani Mukerji, Manisha Koirala,Sudhir Mishra,,Gunasekhar, Sudhir Mishra,,India,Hindi,128
2731,Tank Girl,1995,Action, Comedy, Sci-Fi,Lori Petty, Ice-T, Naomi Watts,Rachel Talalay,,Alan Martin, Jamie Hewlett,Image Comics,"USA, UK",English,104
2737,Saturday the 14th,1981,Comedy, Fantasy, Horror,Richard Benjamin, Paula Prentiss, Jeffrey Tambor,Howard R. Cohen,,Jeff Begun, Howard R. Cohen,New World Pictures,USA,English,75
2741,Refugee,2000,Drama, Musical, Romance,Jackie Shroff, Sunil Shetty, Abhishek Bachchan,J.P. Dutta,,J.P. Dutta, J.P. Dutta,,India,Hindi,207
2746,Diamonds,1999,Comedy, Mystery,,Kirk Douglas, Dan Aykroyd, Corbin Allred,John Asher,,Allan Aaron Katz,,Cinerenta Medienbeteiligungs KG,"Germany, USA","English, Polish, German",91
2749,The Big Tease,1999,Comedy,,,Craig Ferguson, Chris Langham, David Rasche,Kevin Allen,,Sacha Gervasi, Craig Ferguson,Warner Bros.,"UK, USA",English,86
2766,Mujhe Kucch Kehna Hai,2001,Drama, Romance,,Tusshar Kapoor, Kareena Kapoor, Amrish Puri,Satish Kaushik,,Rumi Jaffery, A. Karunakaran,,India,Hindi,135
2768,Callas Forever,2002,Biography, Drama, Music,Fanny Ardant, Jeremy Irons, Joan Plowright,Franco Zeffirelli,,Franco Zeffirelli, Martin Sherman,Cattleya,"Italy, France, Spain, UK, Romania","English, French, Italian, Spanish",108
2771,Top Secret!,1984,Comedy, Music,,Val Kilmer, Lucy Gutteridge, Peter Cushing,Jim Abrahams, David Zucker,Jim Abrahams, David Zucker,Kingsmere Properties,"UK, USA","English, German, Yiddish",90
2775,Friday After Next,2002,Comedy, Drama,,Ice Cube, Mike Epps, John Witherspoon,Marcus Raboy,,Ice Cube, DJ Pooh,Avery Pix,USA,English,85
2780,Dark City,1998,Mystery, Sci-Fi, Thriller,Rufus Sewell, William Hurt, Kiefer Sutherland,Alex Proyas,,Alex Proyas, Alex Proyas,Mystery Clock Cinema,Australia,English,100
2783,Hocus Pocus,1993,Comedy, Family, Fantasy,Bette Midler, Sarah Jessica Parker, Kathy Najimy,Kenny Ortega,,David Kirschner, Mick Garris,Walt Disney Pictures,USA,"English, French",96
2792,Aandhi,1975,Drama, Romance,,Suchitra Sen, Sanjeev Kumar, Om Shivpuri,Gulzar,,Kamleshwar, Gulzar,Filmyug PVT Ltd.,India,Hindi,133
2809,Beauty Shop,2005,Comedy,,,Queen Latifah, Alicia Silverstone, Andie MacDowell,Bille Woodruff,,Elizabeth Hunter, Kate Lanier,Metro-Goldwyn-Mayer (MGM),USA,English,105
2810,Blue Moon,2000,Comedy, Drama,,Ben Gazzara, Rita Moreno, Alanna Ubach,John A. Gallagher,,Steve Carducci, John A. Gallagher,Paradise Pictures Inc.,USA,English,89
2812,Blood: The Last Vampire,2000,Animation, Action, Horror,Yûki Kudô, Saemi Nakamura, Joe Romersa,Hiroyuki Kitakubo,,Kenji Kamiyama, Katsuya Terada,Aniplex,"Japan, USA","English, Japanese",48
2814,Interview with the Assassin,2002,Drama,,,Raymond J. Barry, Dylan Haggerty, Renee Faia,Neil Burger,,Neil Burger,,Interview Productions,USA,English,88
2823,D.A.R.Y.L.,1985,Family, Sci-Fi,,Mary Beth Hurt, Michael McKean, Kathryn Walker,Simon Wincer,,David Ambrose, Allan Scott,Paramount Pictures,"UK, USA",English,99
2834,Blue Hawaii,1961,Comedy, Musical,,Elvis Presley, Joan Blackman, Angela Lansbury,Norman Taurog,,Allan Weiss, Hal Kanter,Hal Wallis Productions,USA,"English, Hawaiian, French",102
2840,Fantasm Comes Again,1977,Comedy,,,Rick Cassidy, Con Covert, Uschi Digard,Colin Eggleston,,Ross Dimsey,,Australian International Film Corp. (AIFC),Australia,English,99
2843,Last Days,2005,Drama, Music,,Michael Pitt, Lukas Haas, Asia Argento,Gus Van Sant,,Gus Van Sant,,HBO Films,USA,English,97
2844,Skin Deep,2003,Action, Adventure, Comedy,Mailon Rivera, Steve White, Kristen Shaw,Sacha Parisot,,Ken Karn, Sacha Parisot,Curve of Happiness Partners LLC,USA,English,89
2845,The Legend of Johnny Lingo,2003,Action, Adventure, Family,George Henare, Rawiri Paratene, Joe Folau,Steven Ramirez,,Riwia Brown, John Garbett,Turtles Crossing LLC,New Zealand,English,92
2873,Joe Kidd,1972,Western,,,Clint Eastwood, Robert Duvall, John Saxon,John Sturges,,Elmore Leonard,,The Malpaso Company,USA,"English, Spanish",88
2887,Koshish,1972,Drama,,,Sanjeev Kumar, Jaya Bachchan, Asrani,Gulzar,,Gulzar, Mohini N. Sippy,,India,"Hindi, Indian Sign Language",125
2903,Scaramouche,1952,Action, Adventure, Comedy,Stewart Granger, Eleanor Parker, Janet Leigh,George Sidney,,Ronald Millar, George Froeschel,Metro-Goldwyn-Mayer (MGM),USA,English,115
2920,Baby Boom,1987,Comedy, Drama, Romance,Diane Keaton, Sam Shepard, Harold Ramis,Charles Shyer,,Nancy Meyers, Charles Shyer,United Artists,USA,English,110
2930,Little Miss Broadway,1938,Drama, Musical,,Shirley Temple, George Murphy, Jimmy Durante,Irving Cummings,,Harry Tugend, Jack Yellen,Twentieth Century Fox,USA,English,72
2945,10,1979,Comedy, Romance,,Dudley Moore, Julie Andrews, Bo Derek,Blake Edwards,,Blake Edwards,,Geoffrey Productions,USA,English,122
2948,Razor Blade Smile,1998,Horror,,,Eileen Daly, Christopher Adamson, Jonathan Coote,Jake West,,Jake West,,Palm Pictures,UK,English,102
2952,Tai-Pan,1986,Adventure,,,Bryan Brown, Joan Chen, John Stanton,Daryl Duke,,John Briley, James Clavell,De Laurentiis Entertainment Group (DEG),USA,English,127
2955,The Commitments,1991,Comedy, Drama, Music,Robert Arkins, Michael Aherne, Angeline Ball,Alan Parker,,Roddy Doyle, Dick Clement,Beacon Communications,"Ireland, UK, USA","English, Irish",118
2956,Lie Down with Dogs,1995,Comedy, Romance,,Wally White, Bash Halow, James Sexton,Wally White,,Wally White,,Miramax,USA,English,84
2961,Inferno,1999,Action, Crime, Thriller,Joaquim de Almeida, Nicolau Breyner, Ana Bustorff,Joaquim Leitão,,Joaquim Leitão, Joaquim Leitão,Ericsma,"Portugal, Spain","Portuguese, Spanish, Gallegan",95
2962,Coffy,1973,Action, Crime, Thriller,Pam Grier, Booker Bradshaw, Robert DoQui,Jack Hill,,Jack Hill,,American International Pictures (AIP),USA,English,90
2967,Cronos,1993,Horror,,,Federico Luppi, Ron Perlman, Claudio Brook,Guillermo del Toro,,Guillermo del Toro,,CNCAIMC,Mexico,"Spanish, English",94
2977,Teknolust,2002,Comedy, Drama, Romance,Tilda Swinton, Jeremy Davies, James Urbaniak,Lynn Hershman-Leeson,,Lynn Hershman-Leeson,,Blue Turtle,"USA, Germany, UK",English,85
2988,About Adam,2000,Comedy, Romance,,Tommy Tiernan, Kate Hudson, Frances O'Connor,Gerard Stembridge,,Gerard Stembridge, Tommy Tiernan,British Broadcasting Corporation (BBC),"Ireland, UK, USA","English, French",97
3002,Knightriders,1981,Action, Drama,,Ed Harris, Gary Lahti, Tom Savini,George A. Romero,,George A. Romero,,Laurel,USA,English,146
3011,Danny in the Sky,2001,Drama,,,Richard Angrignon, Stéphanie Aubry, Jessie Beaulieu,Denis Langlois,,Bertrand Lachance, Denis Langlois,Les productions Castor & Pollux Inc.,Canada,French,88
3015,The Final Cut,2004,Drama, Sci-Fi, Thriller,Robin Williams, Mira Sorvino, Jim Caviezel,Omar Naim,,Omar Naim,,Lions Gate Entertainment,"USA, Canada, Germany",English,95
3021,House of the Dead,2003,Action, Adventure, Horror,Jonathan Cherry, Tyron Leitso, Clint Howard,Uwe Boll,,Mark A. Altman, Dan Bates,Boll Kino Beteiligungs GmbH & Co. KG,"Germany, Canada, USA",English,90
3026,The Four Seasons,1981,Comedy, Drama,,Alan Alda, Carol Burnett, Len Cariou,Alan Alda,,Alan Alda,,Universal Pictures,USA,English,107
3070,Pennies from Heaven,1936,Comedy, Drama, Music,Bing Crosby, Madge Evans, Edith Fellows,Norman Z. McLeod,,Katherine Leslie Moore, William Rankin,Emanuel Cohen Productions,USA,English,81
3084,Rollerball,1975,Action, Sci-Fi, Sport,James Caan, John Houseman, Maud Adams,Norman Jewison,,William Harrison,,Algonquin,"UK, USA, Canada",English,125
3087,Kristin Lavransdatter,1995,Drama,,,Linus Aaberg, Gisken Armand, Berard Arnø,Liv Ullmann,,Liv Ullmann, Sigrid Undset,Lavransdatter AB,"Norway, Germany, Sweden",Norwegian,180
3093,Barbarella,1968,Adventure, Comedy, Fantasy,Jane Fonda, John Phillip Law, Anita Pallenberg,Roger Vadim,,Jean-Claude Forest, Terry Southern,Marianne Productions,"France, Italy","English, French",98
3094,According to Spencer,2001,Comedy, Drama, Romance,Jesse Bradford, Mia Kirshner, David Krumholtz,Shane Edelman,,Marissa Ribisi, Meredith Morton,Cinerenta Medienbeteiligungs KG,"USA, Germany",English,94
3101,Dangerous Ground,1997,Action, Crime, Drama,Thokozani Nkosi, Ron Smerczak, Wilson Dunster,Darrell Roodt,,Greg Latter, Darrell Roodt,New Line Cinema,"USA, South Africa","English, Zulu",95
3104,Guardian,2001,Action, Sci-Fi, Thriller,Mario Van Peebles, James Remar, Stacy Oversier,John Terlesky,,Jeff Yagher, Gary J. Tunnicliffe,Cinetel Films,USA,English,89
3108,Junkers Come Here,1995,Animation, Adventure, Family,Brittney Wilson, Lisa Ann Beley, Sean Campbell,Jun'ichi Satô, Rob Bakewell,Hiroichi Fuse, Naoto Kine,Bandai Entertainment Inc.,Japan,"English, Japanese",105
3109,Nekromantik,1987,Horror,,,Bernd Daktari Lorenz, Beatrice Manowski, Harald Lundt,Jörg Buttgereit,,Jörg Buttgereit, Franz Rodenkirchen,Jelinski & Buttgereit,West Germany,German,71
3111,Nora,2000,Biography, Drama,,Susan Lynch, Andrew Scott, Vinnie McCabe,Pat Murphy,,Brenda Maddox, Pat Murphy,GAM,"Ireland, UK, Italy, Germany","English, Italian",106
3120,Rififi,1955,Crime, Drama, Thriller,Jean Servais, Carl Möhner, Robert Manuel,Jules Dassin,,Auguste Le Breton, Jules Dassin,Pathé Consortium Cinéma,France,"French, Italian, English",118
3121,Ossessione,1943,Crime, Drama, Romance,Clara Calamai, Massimo Girotti, Dhia Cristiani,Luchino Visconti,,Luchino Visconti, Mario Alicata,Industrie Cinematografiche Italiane (ICI),Italy,Italian,140
3124,Titanic,1953,Drama, History, Romance,Clifton Webb, Barbara Stanwyck, Robert Wagner,Jean Negulesco,,Charles Brackett, Walter Reisch,Twentieth Century Fox,USA,"English, Basque, French, Spanish",98
3128,Starman,1984,Romance, Sci-Fi,,Jeff Bridges, Karen Allen, Charles Martin Smith,John Carpenter,,Bruce A. Evans, Raynold Gideon,Columbia Pictures,USA,English,115
3131,Kaalia,1981,Action, Drama,,Amitabh Bachchan, Asha Parekh, Parveen Babi,Tinnu Anand,,Inder Raj Anand, Tinnu Anand,Bobby Enterprises,India,Hindi,157
3134,Beautiful People,1999,Comedy, Drama, War,Thomas Goodridge, Faruk Pruti, Tony Peters,Jasmin Dizdar,,Jasmin Dizdar,,Arts Council of England,UK,English,107
3138,Blade: Trinity,2004,Action, Adventure, Fantasy,Wesley Snipes, Kris Kristofferson, Dominic Purcell,David S. Goyer,,David S. Goyer, Marv Wolfman,New Line Cinema,USA,"English, Esperanto",113
3151,Napoleon Dynamite,2004,Comedy,,,Jon Heder, Jon Gries, Aaron Ruell,Jared Hess,,Jared Hess, Jerusha Hess,Fox Searchlight Pictures,USA,English,96
3161,Scary Movie 2,2001,Comedy, Horror,,Antony Acker, Mark Barrett, Richard Bellos,Keenen Ivory Wayans,,Shawn Wayans, Marlon Wayans,Dimension Films,"USA, Canada",English,83
3162,Hardcore,2004,Drama, Crime,,Katerina Tsavalou, Danae Skiadi, Ioannis Papazisis,Dennis Iliadis,,Dennis Iliadis, Aleka Laskou,Ideefixe Productions,Greece,Greek,96
3182,Private Parts,1997,Biography, Comedy, Drama,Howard Stern, Robin Quivers, Mary McCormack,Betty Thomas,,Howard Stern, Len Blum,Paramount Pictures,USA,English,109
3189,The Treat,1998,Comedy, Romance,,Julie Delpy, Georgina Cates, Pamela Gidley,Jonathan Gems,,Jonathan Gems,,Canwest,USA,English,94
3205,Mirror Mirror,1990,Horror, Thriller,,Karen Black, Yvonne De Carlo, William Sanderson,Marina Sargenti,,Annette Cascone, Gina Cascone,Orphan Eyes,USA,English,104
3210,Jack Frost,1998,Comedy, Drama, Family,Michael Keaton, Kelly Preston, Joseph Cross,Troy Miller,,Mark Steven Johnson, Mark Steven Johnson,Warner Bros.,USA,English,101
3215,Judy Berlin,1999,Comedy, Drama,,Barbara Barrie, Bob Dishy, Edie Falco,Eric Mendelsohn,,Eric Mendelsohn,,Caruso / Mendelsohn Productions,USA,English,93
3242,Like It Is,1998,Drama, Romance,,Steve Bell, Ian Rose, Roger Daltrey,Paul Oremland,,Robert Gray,,Channel Four Films,UK,English,97
3254,Daredevil,2003,Action, Crime,,Ben Affleck, Jennifer Garner, Colin Farrell,Mark Steven Johnson,,Mark Steven Johnson,,Marvel Enterprises,"USA, China","English, Greek, Italian",103
3256,Swimming Pool,2003,Crime, Drama, Mystery,Charlotte Rampling, Ludivine Sagnier, Charles Dance,François Ozon,,François Ozon, Emmanuèle Bernheim,Fidélité Productions,"France, UK","English, French",102
3274,Half Baked,1998,Comedy, Crime,,Dave Chappelle, Guillermo Díaz, Jim Breuer,Tamra Davis,,Dave Chappelle, Neal Brennan,Robert Simonds Productions,USA,"English, Turkish",82
3295,Action Jackson,1988,Action, Comedy, Crime,Carl Weathers, Craig T. Nelson, Vanity,Craig R. Baxley,,Robert Reneau,,Lorimar Film Entertainment,USA,English,96
3302,Speaking Parts,1989,Drama, Romance,,Michael McManus, Arsinée Khanjian, Gabrielle Rose,Atom Egoyan,,Atom Egoyan,,Academy Pictures,"Canada, UK, Italy",English,93
3311,Vampire Clan,2002,Drama, Horror,,Drew Fuller, Alexandra Breckenridge, Timothy Lee DePriest,John Webb,,Aaron Pope,,Langley Productions,USA,English,87
3312,Original Sin,2001,Drama, Mystery, Romance,Antonio Banderas, Angelina Jolie, Thomas Jane,Michael Cristofer,,Cornell Woolrich, Michael Cristofer,Metro-Goldwyn-Mayer (MGM),"France, Mexico, USA","English, German, Japanese, Latin, Spanish",116
3319,Sorority House Massacre II,1990,Comedy, Horror, Thriller,Gail Thackray, Melissa Moore, Stacia Zhivago,Jim Wynorski,,J.B. Rogers, Bob Sheridan,,USA,English,77
3321,In Dreams,1999,Drama, Fantasy, Thriller,Annette Bening, Katie Sagona, Aidan Quinn,Neil Jordan,,Bari Wood, Bruce Robinson,Amblin Entertainment,USA,English,100
3333,The Village,2004,Drama, Mystery, Thriller,Bryce Dallas Howard, Joaquin Phoenix, Adrien Brody,M. Night Shyamalan,,M. Night Shyamalan,,Touchstone Pictures,USA,English,108
3336,Psycho Beach Party,2000,Comedy, Horror, Mystery,Lauren Ambrose, Thomas Gibson, Nicholas Brendon,Robert Lee King,,Charles Busch, Charles Busch,New Oz Productions,"Australia, USA",English,95
3340,Black Cloud,2004,Drama,,,Eddie Spears, Russell Means, Julia Jones,Ricky Schroder,,Ricky Schroder,,High Maintenance Films,USA,English,97
3347,Honey,2003,Drama, Music, Romance,Jessica Alba, Mekhi Phifer, Romeo Miller,Bille Woodruff,,Alonzo Brown, Kim Watson,Universal Pictures,USA,English,94
3363,Grim,1995,Horror,,,Emmanuel Xuereb, Jack Chancer, Peter Tregloan,Paul Matthews,,Paul Matthews,,Peakviewing Productions,UK,English,86
3368,The Family Man,2000,Comedy, Drama, Fantasy,Nicolas Cage, Téa Leoni, Don Cheadle,Brett Ratner,,David Diamond, David Weissman,Universal Pictures,USA,"English, Italian",125
3379,Strange Days,1995,Action, Crime, Drama,Ralph Fiennes, Angela Bassett, Juliette Lewis,Kathryn Bigelow,,James Cameron, James Cameron,Lightstorm Entertainment,USA,English,145
3387,Intolerance,1916,Drama, History,,Lillian Gish, Mae Marsh, Robert Harron,D.W. Griffith,,D.W. Griffith, Anita Loos,Triangle Film Corporation,USA,English,163
3391,Where the Red Fern Grows,2003,Drama, Family,,Joseph Ashton, Dave Matthews, Renee Faia,Lyman Dayton, Sam Pillsbury,Wilson Rawls, Douglas C. Stewart,Crusader Entertainment,USA,English,86
3392,Baba Yaga,1973,Horror,,,Carroll Baker, George Eastman, Isabelle De Funès,Corrado Farina,,Corrado Farina, Guido Crepax,14 Luglio Cinematografica,"Italy, France",Italian,91
3403,Exodus,1960,Action, Drama, History,Paul Newman, Eva Marie Saint, Ralph Richardson,Otto Preminger,,Dalton Trumbo, Leon Uris,Otto Preminger Films,USA,English,208
3408,High Art,1998,Drama, Romance,,Radha Mitchell, Gabriel Mann, Charis Michelsen,Lisa Cholodenko,,Lisa Cholodenko,,391 Productions,USA,English,101
3411,Everyone,2004,Comedy, Drama, Romance,Katherine Billings, Michael Chase, Matt Fentiman,Bill Marchant,,Bill Marchant,,Everyone Productions Inc.,Canada,English,90
3413,Victim,1961,Drama,,,Dirk Bogarde, Sylvia Syms, Dennis Price,Basil Dearden,,Janet Green, John McCormick,Allied Film Makers (AFM),UK,English,90
3414,Pocahontas,1995,Animation, Adventure, Drama,Joe Baker, Christian Bale, Irene Bedard,Mike Gabriel, Eric Goldberg,Carl Binder, Susannah Grant,Walt Disney Pictures,USA,"English, Algonquin",81
3415,Chori Chori,2003,Comedy, Romance, Musical,Ajay Devgn, Sonali Bendre, Rani Mukerji,Milan Luthria,,,,Om Shakti Combines,India,Hindi,135
3424,The Pool,2001,Horror, Mystery, Thriller,Kristen Miller, Elena Uhlig, Paul T. Grasshoff,Boris von Sychowski,,Lorenz Stassen, Boris von Sychowski,Senator Film Produktion,Germany,English,92
3427,Men in Black II,2002,Action, Adventure, Comedy,Tommy Lee Jones, Will Smith, Rip Torn,Barry Sonnenfeld,,Lowell Cunningham, Robert Gordon,Columbia Pictures,USA,English,88
3436,Embryo,1976,Horror, Sci-Fi,,Rock Hudson, Barbara Carrera, Diane Ladd,Ralph Nelson,,Anita Doohan, Jack W. Thomas,Sandy Howard Productions,USA,English,104
3448,How to Commit Marriage,1969,Comedy, Music, Romance,Bob Hope, Jackie Gleason, Jane Wyman,Norman Panama,,Michael Kanin, Ben Starr,Naho Productions,USA,English,95
3449,Grand Theft Parsons,2003,Adventure, Comedy, Drama,Jamie McShane, Johnny Knoxville, Danielle Sapia,David Caffrey,,Jeremy Drysdale, David Caffrey,Swipe Films,"USA, UK",English,88
3455,Time Changer,2002,Drama, Fantasy, Sci-Fi,D. David Morin, Gavin MacLeod, Hal Linden,Rich Christiano,,Rich Christiano,,Christiano Film Group,USA,English,95
3466,Spy Kids,2001,Action, Adventure, Comedy,Antonio Banderas, Carla Gugino, Alexa PenaVega,Robert Rodriguez,,Robert Rodriguez,,Dimension Films,USA,"English, Spanish",88
3474,Lonely Hearts,1982,Comedy, Drama, Romance,Wendy Hughes, Norman Kaye, Jon Finlayson,Paul Cox,,Paul Cox, John Clarke,Adam Packer Film Productions,Australia,English,106
3488,Dark Heaven,2002,Fantasy, Horror, Sci-Fi,Jon Bennett, Christina Sheldon, Jeff Boerger,Douglas Schulze,,Douglas Schulze,,Omega Productions,USA,English,87
3496,Vampires,1998,Action, Horror, Thriller,James Woods, Daniel Baldwin, Sheryl Lee,John Carpenter,,John Steakley, Don Jakoby,Largo Entertainment,"Japan, USA","English, Latin",108
3505,Freddy Got Fingered,2001,Comedy,,,Tom Green, Rip Torn, Marisa Coughlan,Tom Green,,Tom Green, Derek Harvie,Regency Enterprises,USA,English,87
3506,24 Hour Party People,2002,Biography, Comedy, Drama,Steve Coogan, John Thomson, Paul Popplewell,Michael Winterbottom,,Frank Cottrell Boyce,,Revolution Films,UK,English,117
3515,Jungle Fever,1991,Drama, Romance,,Wesley Snipes, Annabella Sciorra, Spike Lee,Spike Lee,,Spike Lee,,Universal Pictures,USA,English,132
3542,Beautiful Thing,1996,Comedy, Drama, Romance,Linda Henry, Glen Berry, Scott Neal,Hettie Macdonald,,Jonathan Harvey, Jonathan Harvey,Channel Four Films,UK,English,90
3571,200 Cigarettes,1999,Comedy, Drama, Romance,Ben Affleck, Casey Affleck, Jennifer Albano,Risa Bramon Garcia,,Shana Larsen,,Dogstar Films,USA,English,101
3579,2 Fast 2 Furious,2003,Action, Crime, Thriller,Paul Walker, Tyrese Gibson, Eva Mendes,John Singleton,,Gary Scott Thompson, Michael Brandt,Universal Pictures,"USA, Germany","English, Spanish",107
3583,Exit to Eden,1994,Comedy, Crime, Romance,Dana Delany, Paul Mercurio, Rosie O'Donnell,Garry Marshall,,Anne Rice, Deborah Amelon,Savoy Pictures,USA,English,113
3612,Chocolat,1988,Drama,,,Isaach De Bankolé, Giulia Boschi, François Cluzet,Claire Denis,,Claire Denis, Jean-Pol Fargeau,Caroline Productions,"France, West Germany, Cameroon","French, English, Hausa",105
3625,Suburbia,1983,Drama, Thriller,,Chris Pedersen, Bill Coyne, Jennifer Clay,Penelope Spheeris,,Penelope Spheeris,,Suburbia Productions,USA,English,94
3638,Bad Boys II,2003,Action, Comedy, Crime,Martin Lawrence, Will Smith, Jordi Mollà,Michael Bay,,George Gallo, Marianne Wibberley,Columbia Pictures,USA,"English, Spanish, Russian",147
3655,Taboo,2002,Drama, Horror, Mystery,Nick Stahl, Eddie Kaye Thomas, January Jones,Max Makowski,,Chris Fisher,,Creative Entertainment Group,USA,English,80
3667,Shanghai Surprise,1986,Adventure, Comedy, Crime,Sean Penn, Madonna, Paul Freeman,Jim Goddard,,John Kohn, Robert Bentley,HandMade Films,UK,English,97
3675,The Guys,2002,Drama,,,Sigourney Weaver, Anthony LaPaglia, Irene Walsh,Jim Simpson,,Anne Nelson, Anne Nelson,ContentFilm,USA,English,84
3680,Hackers,1995,Comedy, Crime, Drama,Jonny Lee Miller, Angelina Jolie, Jesse Bradford,Iain Softley,,Rafael Moreu,,United Artists,USA,"English, Italian, Japanese, Russian",105
3681,Hav Plenty,1997,Comedy,,,Christopher Scott Cherot, Chenoa Maxwell, Tammi Katherine Jones,Christopher Scott Cherot,,Christopher Scott Cherot,,Edmonds Entertainment Group (EEG),USA,English,92
3691,Slumber Party Massacre II,1987,Comedy, Horror, Music,Crystal Bernard, Jennifer Rhodes, Kimberly McArthur,Deborah Brock,,Deborah Brock,,Concorde Pictures,USA,English,77
3709,Jerry & Tom,1998,Comedy, Crime, Drama,Joe Mantegna, Sam Rockwell, Maury Chaykin,Saul Rubinek,,Rick Cleveland, Rick Cleveland,Lions Gate Films,USA,English,107
3715,Commando,1985,Action, Adventure, Thriller,Arnold Schwarzenegger, Rae Dawn Chong, Dan Hedaya,Mark L. Lester,,Jeph Loeb, Matthew Weisman,SLM Production Group,USA,English,90
3716,The Big Blue,1988,Drama,,,David Brisbin, Taunie Vrenon, John Erdman,Andrew Horn,,Andrew Horn, Jim Neu,Big Blue Productions,"USA, West Germany",English,100
3722,Luminarias,1999,Comedy, Romance,,Evelina Fernández, Scott Bakula, Cheech Marin,José Luis Valenzuela,,Evelina Fernández, Evelina Fernández,July Street Entertainment,USA,English,100
3730,Elizabeth,1998,Biography, Drama, History,Liz Giles, Rod Culbertson, Paul Fox,Shekhar Kapur,,Michael Hirst,,PolyGram Filmed Entertainment,UK,"English, French",124
3731,Sooryavansham,1999,Action, Drama,,Amitabh Bachchan, Soundarya, Rachana Banerjee,E.V.V. Satyanarayana, Pranavanand,Aadesh K. Arjun, E.V.V. Satyanarayana,Padmalaya Combines,India,Hindi,168
3738,The Godson,1998,Comedy, Crime,,Rodney Dangerfield, Kevin McDonald, Dom DeLuise,Bob Hoge,,Bob Hoge,,Shoreline Entertainment,USA,English,100
3740,Dracula,1931,Drama, Fantasy, Horror,Bela Lugosi, Helen Chandler, David Manners,Tod Browning, Karl Freund,Bram Stoker, Hamilton Deane,Universal Pictures,USA,"English, Hungarian, Latin",75
3749,The Slaughter Rule,2002,Drama, Sport,,Ryan Gosling, David Morse, Clea DuVall,Alex Smith, Andrew J. Smith,Alex Smith, Andrew J. Smith,Solaris,USA,English,112
3778,I'll Be There,2003,Comedy, Musical, Romance,Craig Ferguson, Charlotte Church, Jemma Redgrave,Craig Ferguson,,Craig Ferguson, Philip McGrade,Warner Bros.,"USA, UK",English,105
3779,Colossus: The Forbin Project,1970,Sci-Fi, Thriller,,Eric Braeden, Susan Clark, Gordon Pinsent,Joseph Sargent,,James Bridges, D.F. Jones,Universal Pictures,USA,"English, Russian",100
3787,The Dangerous Lives of Altar Boys,2002,Comedy, Drama,,Emile Hirsch, Kieran Culkin, Vincent D'Onofrio,Peter Care,,Chris Fuhrman, Jeff Stockwell,Egg Pictures,USA,English,104
3793,Kaaterskill Falls,2001,Thriller,,,Hilary Howard, Anthony Leslie, Mitchell Riggs,Josh Apter, Peter Olsen,Josh Apter, Hilary Howard,Lo-Fi Pictures,USA,English,86
3795,Mr. Klein,1976,Crime, Drama, Mystery,Alain Delon, Jeanne Moreau, Francine Bergé,Joseph Losey,,Franco Solinas, Fernando Morandi,Lira Films,"France, Italy",French,123
3796,Juice,1992,Action, Crime, Drama,Omar Epps, Tupac Shakur, Jermaine Hopkins,Ernest R. Dickerson,,Ernest R. Dickerson, Gerard Brown,Island World,"USA, UK",English,95
3817,Stargate,1994,Action, Adventure, Sci-Fi,Kurt Russell, James Spader, Jaye Davidson,Roland Emmerich,,Dean Devlin, Roland Emmerich,Canal+,"USA, France","English, Norwegian, Swedish, Egyptian (Ancient), Arabic",116
3819,Hawaii,1966,Drama,,,Julie Andrews, Max von Sydow, Richard Harris,George Roy Hill,,James A. Michener, Dalton Trumbo,Pan Arts,USA,"English, Hawaiian",189
3829,Edge of Madness,2002,Drama,,,Caroline Dhavernas, Frank Adamson, Wayne Nicklas,Anne Wheeler,,Alice Munro, Charles K. Pitts,Gregorian Films,"Canada, USA",English,99
3830,Black Dog,1998,Action, Crime, Drama,Patrick Swayze, Meat Loaf, Randy Travis,Kevin Hooks,,William Mickelberry, Dan Vining,Universal Pictures,"USA, UK, France, Germany, Japan",English,89
3843,The Innocent,1993,Drama,,,Anthony Hopkins, Isabella Rossellini, Campbell Scott,John Schlesinger,,Ian McEwan, Ian McEwan,Deutsche Film (DEFA),"Germany, UK",English,119
3844,Midnight Mass,2003,Horror,,,Julia Cornish, Elizabeth Vance, Mariana Matthews,Tony Mandile,,Tony Mandile, F. Paul Wilson,Midnight Mass Productions LLC,USA,English,98
3864,Batman Begins,2005,Action, Adventure,,Christian Bale, Michael Caine, Liam Neeson,Christopher Nolan,,Bob Kane, David S. Goyer,Warner Bros.,"USA, UK","English, Mandarin",140
3879,Ghost in the Shell,1995,Animation, Action, Crime,Atsuko Tanaka, Akio Ôtsuka, Kôichi Yamadera,Mamoru Oshii,,Shirow Masamune, Kazunori Itô,Kôdansha,"Japan, UK",Japanese,83
3882,Molly,1999,Comedy, Drama, Romance,Elisabeth Shue, Aaron Eckhart, Jill Hennessy,John Duigan,,Richard Christie,,Absolute Entertainment (II),USA,English,102
